"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ATP5A1"	6.52175167657805e-06	0.382798290253011	0.725	0.533	0.173237289784943	"1"	"ATP5A1"
"CTDSP2"	6.61732090367142e-06	0.460304968398945	0.259	0.142	0.175775895164224	"1"	"CTDSP2"
"COX7C"	6.7567291738188e-06	0.342809122409538	0.731	0.555	0.179478997044149	"1"	"COX7C"
"TOMM5"	6.76894637717155e-06	0.485770261743918	0.33	0.194	0.179803522616808	"1"	"TOMM5"
"ID2"	7.17867504028431e-06	0.366780189357543	0.647	0.481	0.190687145095072	"1"	"ID2"
"SRGAP2"	7.34120921713044e-06	0.345246427543192	0.54	0.371	0.195004540434636	"1"	"SRGAP2"
"C11orf31"	7.60875048346716e-06	0.45031313258336	0.495	0.326	0.202111239092338	"1"	"C11orf31"
"DGKA"	7.66166922730215e-06	0.335408987714348	0.738	0.577	0.203516919684827	"1"	"DGKA"
"TSG101"	7.70462738955331e-06	0.512550022133599	0.314	0.18	0.204658017348705	"1"	"TSG101"
"SARNP"	7.89733672218076e-06	0.477729617933922	0.382	0.235	0.209776955351288	"1"	"SARNP"
"KLF12"	7.89920216312427e-06	0.35149275817441	0.515	0.356	0.20982650705907	"1"	"KLF12"
"RPS4XP6"	8.1043491272272e-06	0.27611281550973	0.469	0.318	0.215275825866536	"1"	"RPS4XP6"
"SSR3"	8.27885603945851e-06	0.37232313082337	0.553	0.389	0.219911252976136	"1"	"SSR3"
"MIR155HG"	8.31754819170169e-06	0.477799351488754	0.278	0.158	0.220939032616172	"1"	"MIR155HG"
"HIVEP2"	8.56763817137441e-06	0.384802096654971	0.375	0.238	0.227582172746218	"1"	"HIVEP2"
"EIF3FP3"	8.69007450175763e-06	0.321177914854771	0.612	0.464	0.230834448990188	"1"	"EIF3FP3"
"CERS5"	8.94043381531363e-06	0.433882561447898	0.482	0.327	0.237484743436176	"1"	"CERS5"
"SLC25A46"	9.46570539680874e-06	0.453937610745916	0.282	0.163	0.25143753245543	"1"	"SLC25A46"
"POLR2K"	1.02950725188665e-05	0.473828290704994	0.353	0.216	0.273468011318651	"1"	"POLR2K"
"NBN"	1.03509562094518e-05	0.529555839580017	0.282	0.171	0.274952449791669	"1"	"NBN"
"NIPA2"	1.08196069473083e-05	0.480544239446969	0.314	0.186	0.287401219341349	"1"	"NIPA2"
"VDAC1"	1.08314944971218e-05	0.423188611281123	0.563	0.385	0.287716988327045	"1"	"VDAC1"
"RPS17"	1.08607718932149e-05	0.276459472922004	0.735	0.576	0.288494683799468	"1"	"RPS17"
"TSHZ2"	1.08788296482652e-05	0.337340159159552	0.337	0.209	0.288974351946868	"1"	"TSHZ2"
"ADD1"	1.11297908947773e-05	0.440966960005567	0.346	0.211	0.295640635537971	"1"	"ADD1"
"FUT8"	1.12903436834671e-05	0.381020274211745	0.366	0.227	0.299905399263938	"1"	"FUT8"
"TNFAIP8"	1.13576001432468e-05	0.443900921501042	0.495	0.344	0.301691932605065	"1"	"TNFAIP8"
"RPS4XP13"	1.13581868186514e-05	0.258255231689219	0.294	0.169	0.301707516463838	"1"	"RPS4XP13"
"MIF"	1.13942402469028e-05	0.317756838059171	0.738	0.578	0.302665203678479	"1"	"MIF"
"SPCS2P4"	1.1427862053011e-05	0.436460828206027	0.447	0.292	0.30355829971413	"1"	"SPCS2P4"
"MAVS"	1.15199417066993e-05	0.46375438021293	0.272	0.157	0.306004211555053	"1"	"MAVS"
"LSM2"	1.18431233947412e-05	0.508079505010269	0.272	0.152	0.31458888673451	"1"	"LSM2"
"CERS2"	1.22021838006618e-05	0.537258359772734	0.304	0.18	0.32412660829698	"1"	"CERS2"
"NFATC2"	1.25145173568528e-05	0.326996102161443	0.434	0.284	0.332423124550082	"1"	"NFATC2"
"COMMD10"	1.27530092298461e-05	0.450762720228379	0.262	0.146	0.338758184172402	"1"	"COMMD10"
"NT5C2"	1.3133124482235e-05	0.501991885174982	0.269	0.156	0.348855185621608	"1"	"NT5C2"
"CD200"	1.34901734247686e-05	0.504115152276557	0.282	0.165	0.358339476682128	"1"	"CD200"
"ZFP36L2"	1.36837338558105e-05	0.280459692976327	0.735	0.588	0.363481022411895	"1"	"ZFP36L2"
"RPL12P4"	1.41695606371838e-05	0.346482689371889	0.375	0.25	0.376386039205513	"1"	"RPL12P4"
"NHP2"	1.42894069084604e-05	0.470949506226124	0.33	0.202	0.379569515709433	"1"	"NHP2"
"MRPL51"	1.43761704700166e-05	0.435366833187152	0.369	0.226	0.381874216195051	"1"	"MRPL51"
"TP53"	1.45747283941734e-05	0.39206316947455	0.372	0.245	0.387148510334429	"1"	"TP53"
"RP11-641D5.1"	1.5797861613546e-05	0.348353599014379	0.511	0.372	0.419638598040623	"1"	"RP11-641D5.1"
"GPSM3"	1.60513264369275e-05	0.282574390891698	0.657	0.499	0.426371384144104	"1"	"GPSM3"
"EIF3F"	1.62025831826235e-05	0.33406812914963	0.731	0.564	0.430389217080028	"1"	"EIF3F"
"DGKZ"	1.6427045211804e-05	0.357041283124963	0.343	0.21	0.436351601961148	"1"	"DGKZ"
"RP11-277L2.3"	1.77833385823368e-05	0.376671003499587	0.288	0.17	0.472378822762613	"1"	"RP11-277L2.3"
"SCML4"	1.80257740316779e-05	0.467188897115688	0.301	0.186	0.478818635603459	"1"	"SCML4"
"MRPL41"	1.8760029777864e-05	0.434851602850312	0.282	0.157	0.498322670989403	"1"	"MRPL41"
"ZNHIT1"	1.88523774193833e-05	0.435930382390648	0.434	0.282	0.500775701391079	"1"	"ZNHIT1"
"EEF1B2P3"	1.9218215639926e-05	0.293978493357818	0.599	0.442	0.510493462043354	"1"	"EEF1B2P3"
"SEC61G"	1.98655184305355e-05	0.452709025392499	0.405	0.25	0.527687766070316	"1"	"SEC61G"
"IL6R"	2.01635163103112e-05	0.412484580520896	0.327	0.204	0.535603483750796	"1"	"IL6R"
"ATP5H"	2.0231060883774e-05	0.460690697357357	0.398	0.262	0.537397670255688	"1"	"ATP5H"
"FBL"	2.08317565471642e-05	0.459445462620985	0.35	0.216	0.553353949162322	"1"	"FBL"
"TWF2"	2.11007647317942e-05	0.446633842763164	0.453	0.303	0.560499613570648	"1"	"TWF2"
"RPS6KA1"	2.11407798517066e-05	0.433472003188785	0.359	0.23	0.561562535200884	"1"	"RPS6KA1"
"SECISBP2L"	2.13566545470113e-05	0.423268952809304	0.356	0.226	0.567296814732261	"1"	"SECISBP2L"
"C7orf73"	2.22617606020154e-05	0.44966997700563	0.343	0.21	0.591339146871334	"1"	"C7orf73"
"PHC1"	2.2461230038858e-05	0.345469663692287	0.434	0.293	0.596637653522185	"1"	"PHC1"
"DNAJC15"	2.29251998556891e-05	0.427071347780057	0.278	0.163	0.60896208376667	"1"	"DNAJC15"
"RARRES3"	2.34755888364971e-05	0.424263575433311	0.68	0.471	0.623582066263872	"1"	"RARRES3"
"ATHL1"	2.40718710082662e-05	0.355720689133009	0.421	0.276	0.639421109592574	"1"	"ATHL1"
"HMOX2"	2.41160856846607e-05	0.413836398190036	0.421	0.287	0.640595584041643	"1"	"HMOX2"
"RP11-667K14.4"	2.44698589905789e-05	0.419746934494031	0.314	0.192	0.649992864366747	"1"	"RP11-667K14.4"
"EIF3M"	2.45124411749646e-05	0.395898683265906	0.502	0.352	0.651123974930585	"1"	"EIF3M"
"KMT2D"	2.4623873448896e-05	0.27142312131353	0.463	0.32	0.654083950423024	"1"	"KMT2D"
"GGA1"	2.47108892761341e-05	0.450612178984734	0.259	0.151	0.65639535184195	"1"	"GGA1"
"OSTC"	2.51189050569797e-05	0.477109961641452	0.366	0.235	0.667233475028553	"1"	"OSTC"
"NELFE"	2.60867871771468e-05	0.505187707701078	0.327	0.198	0.69294332778655	"1"	"NELFE"
"TMEM134"	2.6575626842986e-05	0.459700025648611	0.314	0.193	0.705928375830237	"1"	"TMEM134"
"ATP5L"	2.69789389710451e-05	0.375872593473315	0.683	0.495	0.716641555887871	"1"	"ATP5L"
"RP11-543P15.1"	2.78093907920894e-05	0.328530774232357	0.586	0.43	0.73870084761027	"1"	"RP11-543P15.1"
"ATP5G2"	2.78608572939439e-05	0.296490343512177	0.867	0.693	0.740067952299031	"1"	"ATP5G2"
"FPGS"	2.84671859895905e-05	0.415204614255799	0.307	0.182	0.756173861441491	"1"	"FPGS"
"XIST"	2.91895350773236e-05	0.382111407578264	0.388	0.245	0.775361620258946	"1"	"XIST"
"COX6A1P2"	2.968038726677e-05	0.317750978644039	0.304	0.183	0.788400126967211	"1"	"COX6A1P2"
"VPS29"	2.98640782596777e-05	0.421942601434908	0.45	0.296	0.793279510811819	"1"	"VPS29"
"SNAP47"	2.99094206591094e-05	0.419211273417985	0.353	0.216	0.794483940967922	"1"	"SNAP47"
"DBNL"	2.9955566975796e-05	0.393149196128458	0.521	0.365	0.795709725578069	"1"	"DBNL"
"LIMS1"	3.04897877289468e-05	0.352652336381926	0.608	0.442	0.809900231444014	"1"	"LIMS1"
"RPL22"	3.05225587365305e-05	0.308791299218535	0.841	0.652	0.81077072771846	"1"	"RPL22"
"RER1"	3.1517202982214e-05	0.36863137700913	0.537	0.382	0.83719146281655	"1"	"RER1"
"EIF4G1"	3.16007136744012e-05	0.332953031561227	0.537	0.389	0.83940975733312	"1"	"EIF4G1"
"HMGA1"	3.25275234226927e-05	0.396426526785133	0.34	0.224	0.864028604676987	"1"	"HMGA1"
"SNRPG"	3.27177452504179e-05	0.436657830149257	0.414	0.282	0.869081467086852	"1"	"SNRPG"
"EMB"	3.28219249186717e-05	0.296345277171604	0.693	0.544	0.871848791614675	"1"	"EMB"
"OST4"	3.2880107508714e-05	0.367980074872798	0.722	0.53	0.87339429575397	"1"	"OST4"
"TMEM256-PLSCR3"	3.31697407770246e-05	0.378885619811501	0.388	0.264	0.881087824260105	"1"	"TMEM256-PLSCR3"
"COMMD1"	3.31900795601513e-05	0.305701702818445	0.605	0.47	0.881628083356298	"1"	"COMMD1"
"FURIN"	3.33358267101227e-05	0.430053756043543	0.32	0.203	0.885499564900989	"1"	"FURIN"
"ELK4"	3.38198908470626e-05	0.353104068956368	0.385	0.256	0.898357760570525	"1"	"ELK4"
"APRT"	3.43200244210557e-05	0.4246467794958	0.66	0.453	0.911642808696501	"1"	"APRT"
"RP11-632C17--A.1"	3.43776033813747e-05	0.343893032336271	0.382	0.27	0.913172278619457	"1"	"RP11-632C17--A.1"
"POLR2G"	3.52322894192536e-05	0.455398059815296	0.385	0.245	0.935875303843633	"1"	"POLR2G"
"CD38"	3.63404926337709e-05	0.392569396298932	0.414	0.282	0.965312505830857	"1"	"CD38"
"ANXA2P2"	3.67047444836298e-05	0.335159865819837	0.447	0.313	0.974988127718659	"1"	"ANXA2P2"
"MRP63"	3.70247433331941e-05	0.430055339553406	0.33	0.21	0.983488257159636	"1"	"MRP63"
"USB1"	3.73051026474353e-05	0.450219900821412	0.288	0.173	0.990935441623824	"1"	"USB1"
"AP1M1"	3.81305735716365e-05	0.436102647572166	0.417	0.269	1	"1"	"AP1M1"
"PWP1"	3.89287640813032e-05	0.442139472928494	0.282	0.163	1	"1"	"PWP1"
"DAXX"	3.89493313072117e-05	0.410466368368389	0.256	0.141	1	"1"	"DAXX"
"TRAPPC10"	3.91923154660562e-05	0.357402608857579	0.35	0.225	1	"1"	"TRAPPC10"
"SSR4"	4.15600307131084e-05	0.388923846134495	0.667	0.471	1	"1"	"SSR4"
"EPRS"	4.21294574344247e-05	0.45945807558144	0.314	0.202	1	"1"	"EPRS"
"CNIH4"	4.32651143289325e-05	0.450496109239923	0.291	0.179	1	"1"	"CNIH4"
"RP11-640M9.2"	4.33504459329778e-05	0.361147656672764	0.46	0.338	1	"1"	"RP11-640M9.2"
"FAM60A"	4.34495702592615e-05	0.406655049608493	0.291	0.174	1	"1"	"FAM60A"
"GVINP1"	4.3594170544063e-05	0.337356288539323	0.395	0.261	1	"1"	"GVINP1"
"C14orf2"	4.39643646135737e-05	0.410775942017658	0.385	0.253	1	"1"	"C14orf2"
"KIAA0247"	4.49033362263687e-05	0.305709569916973	0.689	0.512	1	"1"	"KIAA0247"
"GAS5"	4.63789745243732e-05	0.354698152464309	0.712	0.538	1	"1"	"GAS5"
"ETFA"	4.67603836338416e-05	0.437452374729259	0.372	0.243	1	"1"	"ETFA"
"PTPN7"	4.86430998014144e-05	0.320348653479742	0.725	0.564	1	"1"	"PTPN7"
"ELOVL1"	4.98359829377934e-05	0.461788128270619	0.314	0.194	1	"1"	"ELOVL1"
"TIMM17A"	5.00417818137678e-05	0.47400080634483	0.252	0.145	1	"1"	"TIMM17A"
"EIF3CL"	5.01096768278014e-05	0.345963809927266	0.579	0.402	1	"1"	"EIF3CL"
"NSRP1"	5.09758294289516e-05	0.3943370877532	0.304	0.183	1	"1"	"NSRP1"
"VDR"	5.1257507181968e-05	0.391183840880567	0.388	0.264	1	"1"	"VDR"
"IQGAP2"	5.17219170343097e-05	0.353094849011274	0.437	0.303	1	"1"	"IQGAP2"
"RP4-717I23.3"	5.33771015640681e-05	0.414295927161595	0.385	0.244	1	"1"	"RP4-717I23.3"
"SERTAD2"	5.57026699499378e-05	0.288202333415032	0.301	0.179	1	"1"	"SERTAD2"
"ZYX"	5.62732297031934e-05	0.354621652842372	0.414	0.283	1	"1"	"ZYX"
"TMPO"	5.67224834019106e-05	0.370494213076515	0.456	0.309	1	"1"	"TMPO"
"GGA2"	5.7481384954544e-05	0.405346316228253	0.298	0.186	1	"1"	"GGA2"
"PSMA1"	5.80708083087635e-05	0.316448049213515	0.673	0.508	1	"1"	"PSMA1"
"ITGB1P1"	5.83034087882541e-05	0.36801262975438	0.304	0.188	1	"1"	"ITGB1P1"
"BANF1"	5.96811009108071e-05	0.417470155699582	0.424	0.283	1	"1"	"BANF1"
"PITPNM1"	6.0101389899939e-05	0.378201077796573	0.32	0.2	1	"1"	"PITPNM1"
"NME1-NME2"	6.06871997761667e-05	0.412051146476053	0.437	0.299	1	"1"	"NME1-NME2"
"ABRACL"	6.15315479163463e-05	0.424997453766619	0.45	0.29	1	"1"	"ABRACL"
"NDUFB3"	6.41835582792015e-05	0.432727987800932	0.382	0.255	1	"1"	"NDUFB3"
"PSMA2"	6.68543097045566e-05	0.341709017424436	0.647	0.481	1	"1"	"PSMA2"
"SPCS2"	6.83818804653827e-05	0.400347391296017	0.472	0.327	1	"1"	"SPCS2"
"BCL6"	6.85837397790436e-05	0.443394542938607	0.372	0.26	1	"1"	"BCL6"
"ADD3"	7.51495977776598e-05	0.38500987397184	0.466	0.333	1	"1"	"ADD3"
"NUDCD2"	7.52909095995942e-05	0.424913509437711	0.324	0.209	1	"1"	"NUDCD2"
"CDC123"	7.59594578028799e-05	0.437632451793214	0.369	0.238	1	"1"	"CDC123"
"SF3B5"	7.62959512930668e-05	0.446699844227308	0.34	0.214	1	"1"	"SF3B5"
"RAB8A"	7.80578068912851e-05	0.385005155352657	0.492	0.33	1	"1"	"RAB8A"
"ARPC5"	7.83564946700895e-05	0.358848151766498	0.693	0.503	1	"1"	"ARPC5"
"CDK6"	7.86186796827182e-05	0.3723895676049	0.46	0.337	1	"1"	"CDK6"
"CD69"	7.90559158666643e-05	0.324299833043797	0.621	0.478	1	"1"	"CD69"
"TMA7"	7.92731736567839e-05	0.262981455110836	0.786	0.643	1	"1"	"TMA7"
"FBLN7"	7.95974026247337e-05	0.381675611607643	0.35	0.225	1	"1"	"FBLN7"
"RGS10"	8.13077620102334e-05	0.407358742202597	0.54	0.372	1	"1"	"RGS10"
"PPIB"	8.25778050988658e-05	0.298752781068672	0.786	0.626	1	"1"	"PPIB"
"SUPT4H1"	8.30073186165196e-05	0.471670045497194	0.265	0.16	1	"1"	"SUPT4H1"
"PDE4D"	8.51622562452046e-05	0.299675198823085	0.605	0.422	1	"1"	"PDE4D"
"TSTD1"	8.83277065390566e-05	0.435757490879218	0.382	0.244	1	"1"	"TSTD1"
"RPS18P12"	8.94439905122811e-05	0.279612976445947	0.269	0.164	1	"1"	"RPS18P12"
"AC022431.1"	9.1010368744079e-05	0.26950006654463	0.618	0.468	1	"1"	"AC022431.1"
"C10orf54"	9.28396737234941e-05	0.394469489413122	0.508	0.367	1	"1"	"C10orf54"
"TADA3"	9.38153747251775e-05	0.378446391027199	0.356	0.233	1	"1"	"TADA3"
"ANAPC11"	9.47776965455158e-05	0.427809536584488	0.392	0.247	1	"1"	"ANAPC11"
"MFSD10"	9.60269338554111e-05	0.403783322742248	0.337	0.217	1	"1"	"MFSD10"
"LYPLA1"	9.74075821929896e-05	0.371767914181859	0.346	0.222	1	"1"	"LYPLA1"
"FLII"	9.8225407493534e-05	0.359653874886661	0.55	0.401	1	"1"	"FLII"
"INTS3"	9.82413783684518e-05	0.375510216162097	0.307	0.199	1	"1"	"INTS3"
"CIB1"	9.93283350269272e-05	0.350344802159527	0.686	0.495	1	"1"	"CIB1"
"SRI"	9.93658335247886e-05	0.400282577806347	0.434	0.298	1	"1"	"SRI"
"DCAF7"	0.000103056245141163	0.390691074959272	0.398	0.283	1	"1"	"DCAF7"
"MPRIP"	0.00010306753048793	0.419539195564173	0.385	0.275	1	"1"	"MPRIP"
"MCM3"	0.000105417106268969	0.43670773387949	0.259	0.153	1	"1"	"MCM3"
"DCXR"	0.000105538253205031	0.408777827990079	0.375	0.245	1	"1"	"DCXR"
"CAT"	0.000105836756189457	0.435712252988061	0.301	0.187	1	"1"	"CAT"
"H2AFZ"	0.000106728396645889	0.360419244035929	0.696	0.512	1	"1"	"H2AFZ"
"BIN1"	0.000107222078411811	0.385062298735024	0.382	0.247	1	"1"	"BIN1"
"PILRB"	0.000109863002093834	0.325762636051265	0.379	0.244	1	"1"	"PILRB"
"EEF1B2"	0.000110803677109615	0.26860417149052	0.803	0.657	1	"1"	"EEF1B2"
"ARSA"	0.000111011878591596	0.390715378952567	0.346	0.222	1	"1"	"ARSA"
"CNOT6L"	0.000112412868084937	0.266009199696708	0.644	0.481	1	"1"	"CNOT6L"
"UQCRH"	0.000112969929951247	0.383710760563208	0.482	0.338	1	"1"	"UQCRH"
"GRAMD1A"	0.000115971305672459	0.372403889711174	0.291	0.183	1	"1"	"GRAMD1A"
"NEDD8"	0.000118188826693463	0.391857575709065	0.46	0.324	1	"1"	"NEDD8"
"SMARCE1"	0.000118212711958513	0.374310591670556	0.456	0.323	1	"1"	"SMARCE1"
"NHP2L1"	0.000119007706783311	0.390829478380628	0.605	0.425	1	"1"	"NHP2L1"
"ETHE1"	0.000119437341409106	0.456097264067096	0.252	0.147	1	"1"	"ETHE1"
"ATF6"	0.000119619216173729	0.283246982507697	0.304	0.191	1	"1"	"ATF6"
"WNK1"	0.00012108619924226	0.254363455155056	0.783	0.628	1	"1"	"WNK1"
"SMN2"	0.000123394814718091	0.380164361325732	0.311	0.198	1	"1"	"SMN2"
"GMFG"	0.000127794409696632	0.367158955107431	0.66	0.485	1	"1"	"GMFG"
"STAT6"	0.000137326161162249	0.36544510602097	0.427	0.3	1	"1"	"STAT6"
"SERPINB1"	0.000140597902945553	0.395971308010637	0.437	0.309	1	"1"	"SERPINB1"
"RAB5C"	0.000141563323479169	0.307228693899431	0.553	0.417	1	"1"	"RAB5C"
"TXNIP"	0.000142470409783214	0.254997720947595	0.741	0.625	1	"1"	"TXNIP"
"BCAS4"	0.000143114443696157	0.27775035373901	0.256	0.157	1	"1"	"BCAS4"
"NDUFA6"	0.000143123086950754	0.403090144387817	0.463	0.31	1	"1"	"NDUFA6"
"PDIA6"	0.000143799599051071	0.366161182957378	0.534	0.377	1	"1"	"PDIA6"
"NUP62"	0.000146865350922654	0.449311484372518	0.275	0.173	1	"1"	"NUP62"
"RSU1"	0.000147028911072047	0.427167657187499	0.343	0.219	1	"1"	"RSU1"
"NADSYN1"	0.000148470693873511	0.385289044848521	0.398	0.276	1	"1"	"NADSYN1"
"ATP1B3"	0.000148545922982008	0.373597825992736	0.492	0.354	1	"1"	"ATP1B3"
"MCRS1"	0.000151788171589818	0.397048864811543	0.278	0.175	1	"1"	"MCRS1"
"IMPDH2"	0.000151917033031885	0.426975144103708	0.262	0.154	1	"1"	"IMPDH2"
"ST6GAL1"	0.000156662260418515	0.295076020288387	0.528	0.379	1	"1"	"ST6GAL1"
"SNORD3B-1"	0.000159903620093363	0.334847253519268	0.272	0.166	1	"1"	"SNORD3B-1"
"PROSER1"	0.000162840505970902	0.373021576574051	0.324	0.214	1	"1"	"PROSER1"
"RAB37"	0.000162881097152548	0.427223166323287	0.282	0.174	1	"1"	"RAB37"
"HEXA"	0.00016345993530034	0.390158241920789	0.324	0.203	1	"1"	"HEXA"
"ISCU"	0.000167620709370872	0.322698243621054	0.654	0.493	1	"1"	"ISCU"
"ARL6IP4"	0.000169332169116893	0.391972062335394	0.576	0.39	1	"1"	"ARL6IP4"
"SFT2D2"	0.00016999993619412	0.281296183558486	0.576	0.441	1	"1"	"SFT2D2"
"TLE3"	0.000171280287493859	0.284806793445534	0.547	0.411	1	"1"	"TLE3"
"CLSTN3"	0.000172167451969412	0.273803805412483	0.356	0.232	1	"1"	"CLSTN3"
"FYTTD1"	0.000174619922188573	0.400881794129068	0.356	0.232	1	"1"	"FYTTD1"
"NOTCH2NL"	0.000175690151484609	0.30796303163755	0.472	0.337	1	"1"	"NOTCH2NL"
"POLR1D"	0.000177160936737794	0.382000053435337	0.421	0.293	1	"1"	"POLR1D"
"PRDX1"	0.000177233754002212	0.319963597476828	0.748	0.574	1	"1"	"PRDX1"
"TIMM23B"	0.000178114003450864	0.402314686985672	0.252	0.159	1	"1"	"TIMM23B"
"FBXL5"	0.000178604444530529	0.364495715736811	0.395	0.269	1	"1"	"FBXL5"
"UQCRC2"	0.000179554613430005	0.373239020760813	0.495	0.356	1	"1"	"UQCRC2"
"CNOT1"	0.000180249386193615	0.287632499897852	0.699	0.544	1	"1"	"CNOT1"
"RP11-887P2.3"	0.000181335827062219	0.32427470536071	0.405	0.278	1	"1"	"RP11-887P2.3"
"FRG1"	0.000183661193457945	0.341295761113401	0.405	0.286	1	"1"	"FRG1"
"NCSTN"	0.000185325622919227	0.414992298163927	0.307	0.198	1	"1"	"NCSTN"
"YIF1A"	0.000185566328963504	0.431497249601114	0.298	0.18	1	"1"	"YIF1A"
"IDH2"	0.000186702298492542	0.382416808371138	0.476	0.323	1	"1"	"IDH2"
"ACTR3"	0.000188184763236711	0.259782807620777	0.816	0.667	1	"1"	"ACTR3"
"IQGAP1"	0.000190442360844111	0.282323939767138	0.835	0.655	1	"1"	"IQGAP1"
"RPS23P8"	0.000190996972121396	0.360922972679402	0.291	0.185	1	"1"	"RPS23P8"
"DRAP1"	0.000191187584382187	0.361667849171462	0.472	0.322	1	"1"	"DRAP1"
"RBM19"	0.000191439134335186	0.320535535756887	0.463	0.327	1	"1"	"RBM19"
"BAG6"	0.000193505450912847	0.359697408174991	0.362	0.254	1	"1"	"BAG6"
"GIMAP6"	0.000194687998525239	0.329733843536742	0.424	0.292	1	"1"	"GIMAP6"
"CYC1"	0.000198619428087175	0.422657985891726	0.333	0.22	1	"1"	"CYC1"
"MTPAP"	0.00019995871175191	0.362675868891703	0.356	0.239	1	"1"	"MTPAP"
"METAP2"	0.000201121238495204	0.401684791398491	0.34	0.227	1	"1"	"METAP2"
"SH2D1A"	0.000208118101154276	0.306456469264855	0.628	0.479	1	"1"	"SH2D1A"
"SQRDL"	0.000211496067090172	0.401696039745129	0.437	0.3	1	"1"	"SQRDL"
"RPL35"	0.00021211586157894	0.253816544327232	0.851	0.696	1	"1"	"RPL35"
"OSBPL3"	0.000213408477550186	0.354045479428963	0.434	0.309	1	"1"	"OSBPL3"
"METTL3"	0.000215571919305982	0.460544953413782	0.269	0.173	1	"1"	"METTL3"
"EIF6"	0.000215754440215535	0.412385369769042	0.337	0.214	1	"1"	"EIF6"
"GNPAT"	0.000217069870694673	0.407082389947656	0.272	0.171	1	"1"	"GNPAT"
"AP3B1"	0.000219261399225843	0.349634262196749	0.317	0.209	1	"1"	"AP3B1"
"TCEA1P2"	0.00022055038053589	0.290880619372474	0.492	0.327	1	"1"	"TCEA1P2"
"ARHGEF3"	0.000223535698986671	0.370426540038931	0.424	0.305	1	"1"	"ARHGEF3"
"ZFR"	0.000225031408537892	0.311244077954455	0.434	0.301	1	"1"	"ZFR"
"PML"	0.000229179132125558	0.325532810879222	0.392	0.269	1	"1"	"PML"
"AD000671.6"	0.000229980499652593	0.268139191123847	0.437	0.31	1	"1"	"AD000671.6"
"LIX1L"	0.000232137588936903	0.29570677711744	0.269	0.166	1	"1"	"LIX1L"
"EIF3I"	0.000234541106543357	0.378796416596464	0.46	0.316	1	"1"	"EIF3I"
"RP11-705C15.2"	0.000235214386892947	0.354234692610222	0.372	0.252	1	"1"	"RP11-705C15.2"
"LETM1"	0.00023561153965124	0.296377672591549	0.375	0.258	1	"1"	"LETM1"
"RAB14"	0.000239152462167358	0.317990525874972	0.294	0.187	1	"1"	"RAB14"
"CTBS"	0.000242998945172216	0.339198979729713	0.259	0.153	1	"1"	"CTBS"
"PDHA1"	0.000243824692318378	0.37452487817451	0.288	0.181	1	"1"	"PDHA1"
"EID1"	0.000248209848834283	0.33187686275852	0.654	0.498	1	"1"	"EID1"
"EIF3H"	0.000254082056798476	0.28109252946359	0.722	0.592	1	"1"	"EIF3H"
"STAG2"	0.000257559974095485	0.309876872283198	0.456	0.338	1	"1"	"STAG2"
"TPST2"	0.000266150721819865	0.375815700573489	0.33	0.216	1	"1"	"TPST2"
"NIN"	0.000270482912459682	0.287678998343631	0.311	0.2	1	"1"	"NIN"
"COPB2"	0.000271582129481458	0.38318647725861	0.385	0.264	1	"1"	"COPB2"
"MAPKAPK3"	0.000272520362077414	0.35966024225633	0.375	0.252	1	"1"	"MAPKAPK3"
"FERMT3"	0.000284723218358718	0.349384519492315	0.508	0.368	1	"1"	"FERMT3"
"ATP5F1"	0.000288123670492905	0.395179192498333	0.518	0.361	1	"1"	"ATP5F1"
"DPF2"	0.000297775955335513	0.384212903001281	0.372	0.248	1	"1"	"DPF2"
"DNAJC4"	0.00029877502441104	0.388234220461883	0.272	0.168	1	"1"	"DNAJC4"
"AIP"	0.000303246717080345	0.325272057522012	0.531	0.379	1	"1"	"AIP"
"CCDC50"	0.000304333414008707	0.373665844674208	0.278	0.18	1	"1"	"CCDC50"
"PSMA7"	0.000304950324352525	0.310432040363991	0.861	0.674	1	"1"	"PSMA7"
"C11orf58"	0.000309221103189427	0.311620412486855	0.741	0.571	1	"1"	"C11orf58"
"LINC00623"	0.000311530868655924	0.291514859936273	0.304	0.192	1	"1"	"LINC00623"
"CCT3"	0.00031925233321244	0.362230247029616	0.553	0.406	1	"1"	"CCT3"
"SPCS3"	0.000321240123967471	0.306613918465573	0.547	0.428	1	"1"	"SPCS3"
"PPDPF"	0.000323212335023671	0.277038159781625	0.353	0.242	1	"1"	"PPDPF"
"ASNA1"	0.000332391014505699	0.367264075833651	0.298	0.192	1	"1"	"ASNA1"
"TMEM230"	0.000334166301823894	0.357484522213673	0.492	0.329	1	"1"	"TMEM230"
"ASMTL"	0.000336471933596935	0.401032600192743	0.252	0.157	1	"1"	"ASMTL"
"PDIA4"	0.000336748949355525	0.343403425939816	0.385	0.269	1	"1"	"PDIA4"
"CSE1L"	0.000337456833105767	0.32445866423588	0.269	0.165	1	"1"	"CSE1L"
"CDK2AP2"	0.000345501411875982	0.382108824434038	0.485	0.34	1	"1"	"CDK2AP2"
"GHITM"	0.000351395426627244	0.341267755562123	0.56	0.417	1	"1"	"GHITM"
"GORASP2"	0.000353519492839129	0.347079111892236	0.346	0.227	1	"1"	"GORASP2"
"MAN2B1"	0.000354579346049415	0.389871344418349	0.362	0.249	1	"1"	"MAN2B1"
